Time(s),HeartRate(1/min),TotalLungVolume(mL),RespirationRate(1/min),BloodVolume(mL)
32.02,72.024815,2558.484055,12.048193,5493.385321
32.04,72.024815,2549.501507,12.048193,5493.385990
32.06,72.024815,2540.401449,12.048193,5493.386680
32.08,72.024815,2531.190009,12.048193,5493.387390
32.10,72.024815,2521.873385,12.048193,5493.388119
32.12,72.024815,2512.457837,12.048193,5493.388869
32.14,72.024815,2502.949680,12.048193,5493.389638
32.16,72.024815,2493.355274,12.048193,5493.390426
32.18,72.024815,2483.681021,12.048193,5493.391232
32.20,72.024815,2473.933354,12.048193,5493.392058
32.22,72.024815,2464.118731,12.048193,5493.392901
32.24,72.024815,2454.243625,12.048193,5493.393762
32.26,72.024815,2444.314519,12.048193,5493.394641
32.28,72.024815,2434.337895,12.048193,5493.395537
32.30,72.024815,2424.320228,12.048193,5493.396450
32.32,72.024815,2414.267975,12.048193,5493.397379
32.34,72.024815,2404.187571,12.048193,5493.398325
32.36,72.024815,2394.085418,12.048193,5493.399286
32.38,72.024815,2383.967877,12.048193,5493.400264
32.40,72.024815,2373.841260,12.048193,5493.401256
32.42,72.024550,2363.711825,12.048193,5493.402264
32.44,72.024550,2353.585762,12.048193,5493.403287
32.46,72.024550,2343.469192,12.048193,5493.404324
32.48,72.024550,2333.368154,12.048193,5493.405375
32.50,72.024550,2323.288600,12.048193,5493.406407
32.52,72.024550,2313.236390,12.048193,5493.407393
32.54,72.024550,2303.217280,12.048193,5493.408320
32.56,72.024550,2293.944881,12.048193,5493.409181
32.58,72.024550,2286.031133,12.048193,5493.409979
32.60,72.024550,2279.301446,12.048193,5493.410721
32.62,72.024550,2273.593709,12.048193,5493.411415
32.64,72.024550,2268.762206,12.048193,5493.412072
32.66,72.024550,2264.678520,12.048193,5493.412699
32.68,72.024550,2261.230909,12.048193,5493.413305
32.70,72.024550,2258.322972,12.048193,5493.413895
32.72,72.024550,2255.872043,12.048193,5493.414476
32.74,72.024550,2253.807540,12.048193,5493.415051
32.76,72.024550,2252.069394,12.048193,5493.415626
32.78,72.024550,2250.606612,12.048193,5493.416204
32.80,72.024550,2249.375986,12.048193,5493.416793
32.82,72.024550,2248.340963,12.048193,5493.417400
32.84,72.024550,2247.470660,12.048193,5493.418029
32.86,72.024550,2246.739005,12.048193,5493.418678
32.88,72.024550,2246.124014,12.048193,5493.419347
32.90,72.024550,2245.607156,12.048193,5493.420037
32.92,72.024550,2245.172823,12.048193,5493.420746
32.94,72.024550,2244.807874,12.048193,5493.421476
32.96,72.024550,2244.501251,12.048193,5493.422226
32.98,72.024550,2244.243650,12.048193,5493.422995
33.00,72.024550,2244.027247,12.048193,5493.423783
33.02,72.024550,2243.845461,12.048193,5493.424590
33.04,72.024550,2243.692761,12.048193,5493.425416
33.06,72.024550,2243.564498,12.048193,5493.426259
33.08,72.024550,2243.456764,12.048193,5493.427121
33.10,72.024550,2243.366276,12.048193,5493.427999
33.12,72.024550,2243.290275,12.048193,5493.428896
33.14,72.024550,2243.226442,12.048193,5493.429808
33.16,72.024550,2243.172830,12.048193,5493.430738
33.18,72.024550,2243.127803,12.048193,5493.431684
33.20,72.024550,2243.089987,12.048193,5493.432645
33.22,72.024550,2243.058227,12.048193,5493.433623
33.24,72.024550,2243.031553,12.048193,5493.434616
33.26,72.024123,2243.009151,12.048193,5493.435624
33.28,72.024123,2242.990337,12.048193,5493.436646
33.30,72.024123,2242.974537,12.048193,5493.437684
33.32,72.024123,2242.961267,12.048193,5493.438734
33.34,72.024123,2242.950123,12.048193,5493.439766
33.36,72.024123,2242.940764,12.048193,5493.440753
33.38,72.024123,2242.932903,12.048193,5493.441680
33.40,72.024123,2242.926302,12.048193,5493.442541
33.42,72.024123,2242.920758,12.048193,5493.443339
33.44,72.024123,2242.916103,12.048193,5493.444081
33.46,72.024123,2242.912193,12.048193,5493.444776
33.48,72.024123,2242.908909,12.048193,5493.445432
33.50,72.024123,2242.906151,12.048193,5493.446060
33.52,72.024123,2242.903835,12.048193,5493.446665
33.54,72.024123,2242.901890,12.048193,5493.447256
33.56,72.024123,2242.900257,12.048193,5493.447836
33.58,72.024123,2242.898885,12.048193,5493.448412
33.60,72.024123,2242.897733,12.048193,5493.448986
33.62,72.024123,2242.896766,12.048193,5493.449564
33.64,72.024123,2242.895953,12.048193,5493.450153
33.66,72.024123,2242.895271,12.048193,5493.450761
33.68,72.024123,2242.894698,12.048193,5493.451389
33.70,72.024123,2242.894216,12.048193,5493.452038
33.72,72.024123,2242.893812,12.048193,5493.452708
33.74,72.024123,2242.893473,12.048193,5493.453397
33.76,72.024123,2242.893188,12.048193,5493.454107
33.78,72.024123,2242.892948,12.048193,5493.454837
33.80,72.024123,2242.892747,12.048193,5493.455587
33.82,72.024123,2242.892578,12.048193,5493.456356
33.84,72.024123,2242.892436,12.048193,5493.457144
33.86,72.024123,2242.892317,12.048193,5493.457951
33.88,72.024123,2242.892217,12.048193,5493.458777
33.90,72.024123,2242.892133,12.048193,5493.459620
33.92,72.024123,2242.892063,12.048193,5493.460482
33.94,72.024123,2242.892004,12.048193,5493.461360
33.96,72.024123,2242.891954,12.048193,5493.462257
33.98,72.024123,2242.891912,12.048193,5493.463169
34.00,72.024123,2242.891877,12.048193,5493.464099
34.02,72.024123,2242.891848,12.048193,5493.465045
34.04,72.024123,2242.891823,12.048193,5493.466006
34.06,72.024123,2242.891802,12.048193,5493.466984
34.08,72.024123,2242.891785,12.048193,5493.467977
34.10,72.023765,2242.891770,12.048193,5493.468985
34.12,72.023765,2242.891758,12.048193,5493.470007
34.14,72.023765,2242.891747,12.048193,5493.471045
34.16,72.023765,2242.891739,12.048193,5493.472095
34.18,72.023765,2242.891731,12.048193,5493.473127
34.20,72.023765,2242.891725,12.048193,5493.474114
34.22,72.023765,2242.891720,12.048193,5493.475040
34.24,72.023765,2242.891716,12.048193,5493.475901
34.26,72.023765,2242.891712,12.048193,5493.476699
34.28,72.023765,2242.891709,12.048193,5493.477442
34.30,72.023765,2242.891706,12.048193,5493.478136
34.32,72.023765,2242.891704,12.048193,5493.478793
34.34,72.023765,2242.891702,12.048193,5493.479420
34.36,72.023765,2242.891701,12.048193,5493.480026
34.38,72.023765,2242.891700,12.048193,5493.480616
34.40,72.023765,2242.891699,12.048193,5493.481197
34.42,72.023765,2242.891698,12.048193,5493.481773
34.44,72.023765,2242.891697,12.048193,5493.482347
34.46,72.023765,2242.891696,12.048193,5493.482925
34.48,72.023765,2242.891696,12.048193,5493.483514
34.50,72.023765,2244.296037,12.048193,5493.484122
34.52,72.023765,2246.916200,12.048193,5493.484750
34.54,72.023765,2250.576200,12.048193,5493.485399
34.56,72.023765,2255.119224,12.048193,5493.486068
34.58,72.023765,2260.409161,12.048193,5493.486758
34.60,72.023765,2266.329670,12.048193,5493.487468
34.62,72.023765,2272.782200,12.048193,5493.488198
34.64,72.023765,2279.683681,12.048193,5493.488948
34.66,72.023765,2286.964249,12.048193,5493.489717
34.68,72.023765,2294.565161,12.048193,5493.490505
34.70,72.023765,2302.436964,12.048193,5493.491312
34.72,72.023765,2310.537930,12.048193,5493.492137
34.74,72.023765,2318.832720,12.048193,5493.492981
34.76,72.023765,2327.291282,12.048193,5493.493842
34.78,72.023765,2335.887919,12.048193,5493.494721
34.80,72.023765,2344.600529,12.048193,5493.495617
34.82,72.023765,2353.409969,12.048193,5493.496530
34.84,72.023765,2362.299533,12.048193,5493.497460
34.86,72.023765,2371.254522,12.048193,5493.498405
34.88,72.023765,2380.261889,12.048193,5493.499367
34.90,72.023765,2389.309949,12.048193,5493.500344
34.92,72.023765,2398.388135,12.048193,5493.501337
34.94,72.023471,2407.486804,12.048193,5493.502345
34.96,72.023471,2416.597068,12.048193,5493.503368
34.98,72.023471,2425.710667,12.048193,5493.504405
35.00,72.023471,2434.819852,12.048193,5493.505456
35.02,72.023471,2443.917299,12.048193,5493.506488
35.04,72.023471,2452.996030,12.048193,5493.507474
35.06,72.023471,2462.049354,12.048193,5493.508401
35.08,72.023471,2471.070815,12.048193,5493.509262
35.10,72.023471,2480.054152,12.048193,5493.510060
35.12,72.023471,2488.993265,12.048193,5493.510802
35.14,72.023471,2497.882186,12.048193,5493.511496
35.16,72.023471,2506.715060,12.048193,5493.512153
35.18,72.023471,2515.486124,12.048193,5493.512780
35.20,72.023471,2524.189694,12.048193,5493.513386
35.22,72.023471,2532.820155,12.048193,5493.513976
35.24,72.023471,2541.371951,12.048193,5493.514557
35.26,72.023471,2549.839579,12.048193,5493.515132
35.28,72.023471,2558.217584,12.048193,5493.515707
35.30,72.023471,2566.500559,12.048193,5493.516285
35.32,72.023471,2574.683138,12.048193,5493.516874
35.34,72.023471,2582.759999,12.048193,5493.517481
35.36,72.023471,2590.725863,12.048193,5493.518109
35.38,72.023471,2598.575495,12.048193,5493.518758
35.40,72.023471,2606.303705,12.048193,5493.519428
35.42,72.023471,2613.905351,12.048193,5493.520117
35.44,72.023471,2621.375342,12.048193,5493.520827
35.46,72.023471,2628.708638,12.048193,5493.521557
35.48,72.023471,2635.900255,12.048193,5493.522307
35.50,72.023471,2642.945272,12.048193,5493.523076
35.52,72.023471,2649.838826,12.048193,5493.523864
35.54,72.023471,2656.576126,12.048193,5493.524671
35.56,72.023471,2663.152448,12.048193,5493.525496
35.58,72.023471,2669.563144,12.048193,5493.526340
35.60,72.023471,2675.803647,12.048193,5493.527201
35.62,72.023471,2681.869471,12.048193,5493.528080
35.64,72.023471,2687.756217,12.048193,5493.528976
35.66,72.023471,2693.459580,12.048193,5493.529888
35.68,72.023471,2698.975349,12.048193,5493.530818
35.70,72.023471,2704.299412,12.048193,5493.531763
35.72,72.023471,2709.427764,12.048193,5493.532725
35.74,72.023471,2714.356504,12.048193,5493.533702
35.76,72.023471,2719.081848,12.048193,5493.534695
35.78,72.023251,2723.600124,12.048193,5493.535703
35.80,72.023251,2727.907782,12.048193,5493.536726
35.82,72.023251,2732.001396,12.048193,5493.537763
35.84,72.023251,2735.877666,12.048193,5493.538813
35.86,72.023251,2739.533425,12.048193,5493.539845
35.88,72.023251,2742.965640,12.048193,5493.540832
35.90,72.023251,2746.171415,12.048193,5493.541758
35.92,72.023251,2749.147998,12.048193,5493.542619
35.94,72.023251,2751.892779,12.048193,5493.543417
35.96,72.023251,2754.403298,12.048193,5493.544159
35.98,72.023251,2756.677244,12.048193,5493.544854
36.00,72.023251,2758.712460,12.048193,5493.545511
36.02,72.023251,2760.506947,12.048193,5493.546138
36.04,72.023251,2762.058862,12.048193,5493.546743
36.06,72.023251,2763.366526,12.048193,5493.547333
36.08,72.023251,2764.428422,12.048193,5493.547914
36.10,72.023251,2765.243201,12.048193,5493.548490
36.12,72.023251,2765.809679,12.048193,5493.549064
36.14,72.023251,2766.126844,12.048193,5493.549642
36.16,72.023251,2766.193856,12.048193,5493.550231
36.18,72.023251,2766.010046,12.048193,5493.550839
36.20,72.023251,2765.574924,12.048193,5493.551467
36.22,72.023251,2764.888172,12.048193,5493.552116
36.24,72.023251,2763.949652,12.048193,5493.552785
36.26,72.023251,2762.759404,12.048193,5493.553475
36.28,72.023251,2761.317647,12.048193,5493.554184
36.30,72.023251,2759.624782,12.048193,5493.554914
36.32,72.023251,2757.681390,12.048193,5493.555664
36.34,72.023251,2755.488233,12.048193,5493.556433
36.36,72.023251,2753.046255,12.048193,5493.557221
36.38,72.023251,2750.356583,12.048193,5493.558028
36.40,72.023251,2747.420526,12.048193,5493.558853
36.42,72.023251,2744.239573,12.048193,5493.559697
36.44,72.023251,2740.815398,12.048193,5493.560558
36.46,72.023251,2737.149853,12.048193,5493.561437
36.48,72.023251,2733.244973,12.048193,5493.562333
36.50,72.023251,2729.102971,12.048193,5493.563246
36.52,72.023251,2724.726241,12.048193,5493.564175
36.54,72.023251,2720.117352,12.048193,5493.565121
36.56,72.023251,2715.279053,12.048193,5493.566082
36.58,72.023251,2710.214264,12.048193,5493.567060
36.60,72.023251,2704.926082,12.048193,5493.568052
36.62,72.022969,2699.417772,12.048193,5493.569060
36.64,72.022969,2693.692771,12.048193,5493.570083
36.66,72.022969,2687.754681,12.048193,5493.571120
36.68,72.022969,2681.607270,12.048193,5493.572171
36.70,72.022969,2675.254467,12.048193,5493.573203
36.72,72.022969,2668.700360,12.048193,5493.574189
36.74,72.022969,2661.949194,12.048193,5493.575115
36.76,72.022969,2655.005365,12.048193,5493.575976
36.78,72.022969,2647.873420,12.048193,5493.576774
36.80,72.022969,2640.558048,12.048193,5493.577517
36.82,72.022969,2633.064083,12.048193,5493.578211
36.84,72.022969,2625.396492,12.048193,5493.578868
36.86,72.022969,2617.560379,12.048193,5493.579495
36.88,72.022969,2609.560973,12.048193,5493.580101
36.90,72.022969,2601.403627,12.048193,5493.580691
36.92,72.022969,2593.093810,12.048193,5493.581272
36.94,72.022969,2584.637107,12.048193,5493.581847
36.96,72.022969,2576.039207,12.048193,5493.582422
36.98,72.022969,2567.305902,12.048193,5493.583000
37.00,72.022969,2558.443076,12.048193,5493.583589
37.02,72.022969,2549.456706,12.048193,5493.584196
37.04,72.022969,2540.352849,12.048193,5493.584825
37.06,72.022969,2531.137637,12.048193,5493.585474
37.08,72.022969,2521.817273,12.048193,5493.586143
37.10,72.022969,2512.398019,12.048193,5493.586833
37.12,72.022969,2502.886195,12.048193,5493.587542
37.14,72.022969,2493.288166,12.048193,5493.588272
37.16,72.022969,2483.610335,12.048193,5493.589022
37.18,72.022969,2473.859141,12.048193,5493.589791
37.20,72.022969,2464.041045,12.048193,5493.590579
37.22,72.022969,2454.162523,12.048193,5493.591386
37.24,72.022969,2444.230062,12.048193,5493.592211
37.26,72.022969,2434.250146,12.048193,5493.593055
37.28,72.022969,2424.229254,12.048193,5493.593916
37.30,72.022969,2414.173847,12.048193,5493.594795
37.32,72.022969,2404.090362,12.048193,5493.595691
37.34,72.022969,2393.985204,12.048193,5493.596604
37.36,72.022969,2383.864737,12.048193,5493.597533
37.38,72.022969,2373.735277,12.048193,5493.598479
37.40,72.022969,2363.603082,12.048193,5493.599441
37.42,72.022969,2353.474346,12.048193,5493.600418
37.44,72.022969,2343.355191,12.048193,5493.601411
37.46,72.022518,2333.251658,12.048193,5493.602419
37.48,72.022518,2323.169704,12.048193,5493.603442
37.50,72.022518,2313.115187,12.048193,5493.604479
37.52,72.022518,2303.093866,12.048193,5493.605529
37.54,72.022518,2293.839263,12.048193,5493.606561
37.56,72.022518,2285.941147,12.048193,5493.607548
37.58,72.022518,2279.225023,12.048193,5493.608475
37.60,72.022518,2273.528954,12.048193,5493.609336
37.62,72.022518,2268.707434,12.048193,5493.610134
37.64,72.022518,2264.632253,12.048193,5493.610876
37.66,72.022518,2261.191867,12.048193,5493.611571
37.68,72.022518,2258.290055,12.048193,5493.612228
37.70,72.022518,2255.844308,12.048193,5493.612856
37.72,72.022518,2253.784184,12.048193,5493.613462
37.74,72.022518,2252.049735,12.048193,5493.614052
37.76,72.022518,2250.590070,12.048193,5493.614633
37.78,72.022518,2249.362071,12.048193,5493.615209
37.80,72.022518,2248.329262,12.048193,5493.615784
37.82,72.022518,2247.460821,12.048193,5493.616362
37.84,72.022518,2246.730735,12.048193,5493.616952
37.86,72.022518,2246.117063,12.048193,5493.617560
37.88,72.022518,2245.601314,12.048193,5493.618188
37.90,72.022518,2245.167914,12.048193,5493.618838
37.92,72.022518,2244.803750,12.048193,5493.619507
37.94,72.022518,2244.497786,12.048193,5493.620197
37.96,72.022518,2244.240740,12.048193,5493.620907
37.98,72.022518,2244.024802,12.048193,5493.621638
38.00,72.022518,2243.843407,12.048193,5493.622387
38.02,72.022518,2243.691036,12.048193,5493.623157
38.04,72.022518,2243.563049,12.048193,5493.623945
38.06,72.022518,2243.455547,12.048193,5493.624752
38.08,72.022518,2243.365254,12.048193,5493.625578
38.10,72.022518,2243.289416,12.048193,5493.626422
38.12,72.022518,2243.225721,12.048193,5493.627283
38.14,72.022518,2243.172224,12.048193,5493.628163
38.16,72.022518,2243.127294,12.048193,5493.629059
38.18,72.022518,2243.089559,12.048193,5493.629972
38.20,72.022518,2243.057868,12.048193,5493.630902
38.22,72.022518,2243.031251,12.048193,5493.631847
38.24,72.022518,2243.008898,12.048193,5493.632809
38.26,72.022518,2242.990125,12.048193,5493.633787
38.28,72.022518,2242.974358,12.048193,5493.634780
38.30,72.021854,2242.961117,12.048193,5493.635788
38.32,72.021854,2242.949997,12.048193,5493.636811
38.34,72.021854,2242.940658,12.048193,5493.637848
38.36,72.021854,2242.932815,12.048193,5493.638899
38.38,72.021854,2242.926228,12.048193,5493.639931
38.40,72.021854,2242.920696,12.048193,5493.640918
38.42,72.021854,2242.916050,12.048193,5493.641845
38.44,72.021854,2242.912149,12.048193,5493.642706
38.46,72.021854,2242.908872,12.048193,5493.643504
38.48,72.021854,2242.906120,12.048193,5493.644247
38.50,72.021854,2242.903809,12.048193,5493.644942
38.52,72.021854,2242.901868,12.048193,5493.645599
38.54,72.021854,2242.900238,12.048193,5493.646226
38.56,72.021854,2242.898870,12.048193,5493.646832
38.58,72.021854,2242.897720,12.048193,5493.647423
38.60,72.021854,2242.896755,12.048193,5493.648004
38.62,72.021854,2242.895944,12.048193,5493.648580
38.64,72.021854,2242.895263,12.048193,5493.649154
38.66,72.021854,2242.894691,12.048193,5493.649733
38.68,72.021854,2242.894211,12.048193,5493.650322
38.70,72.021854,2242.893808,12.048193,5493.650930
38.72,72.021854,2242.893469,12.048193,5493.651559
38.74,72.021854,2242.893184,12.048193,5493.652208
38.76,72.021854,2242.892945,12.048193,5493.652877
38.78,72.021854,2242.892745,12.048193,5493.653567
38.80,72.021854,2242.892576,12.048193,5493.654278
38.82,72.021854,2242.892435,12.048193,5493.655008
38.84,72.021854,2242.892316,12.048193,5493.655757
38.86,72.021854,2242.892216,12.048193,5493.656527
38.88,72.021854,2242.892132,12.048193,5493.657315
38.90,72.021854,2242.892062,12.048193,5493.658122
38.92,72.021854,2242.892003,12.048193,5493.658948
38.94,72.021854,2242.891953,12.048193,5493.659792
38.96,72.021854,2242.891912,12.048193,5493.660653
38.98,72.021854,2242.891877,12.048193,5493.661532
39.00,72.021854,2242.891847,12.048193,5493.662428
39.02,72.021854,2242.891822,12.048193,5493.663341
39.04,72.021854,2242.891802,12.048193,5493.664271
39.06,72.021854,2242.891784,12.048193,5493.665217
39.08,72.021854,2242.891770,12.048193,5493.666179
39.10,72.021854,2242.891757,12.048193,5493.667156
39.12,72.021854,2242.891747,12.048193,5493.668149
39.14,72.021439,2242.891738,12.048193,5493.669157
39.16,72.021439,2242.891731,12.048193,5493.670180
39.18,72.021439,2242.891725,12.048193,5493.671217
39.20,72.021439,2242.891720,12.048193,5493.672268
39.22,72.021439,2242.891716,12.048193,5493.673300
39.24,72.021439,2242.891712,12.048193,5493.674287
39.26,72.021439,2242.891709,12.048193,5493.675213
39.28,72.021439,2242.891706,12.048193,5493.676074
39.30,72.021439,2242.891704,12.048193,5493.676873
39.32,72.021439,2242.891702,12.048193,5493.677615
39.34,72.021439,2242.891701,12.048193,5493.678310
39.36,72.021439,2242.891700,12.048193,5493.678967
39.38,72.021439,2242.891699,12.048193,5493.679594
39.40,72.021439,2242.891698,12.048193,5493.680200
39.42,72.021439,2242.891697,12.048193,5493.680790
39.44,72.021439,2242.891696,12.048193,5493.681371
39.46,72.021439,2242.891696,12.048193,5493.681947
39.48,72.021439,2244.296386,12.048193,5493.682522
39.50,72.021439,2246.917200,12.048193,5493.683100
39.52,72.021439,2250.578108,12.048193,5493.683689
39.54,72.021439,2255.122261,12.048193,5493.684297
39.56,72.021439,2260.413511,12.048193,5493.684926
39.58,72.021439,2266.335491,12.048193,5493.685575
39.60,72.021439,2272.789625,12.048193,5493.686245
39.62,72.021439,2279.692822,12.048193,5493.686934
39.64,72.021439,2286.975202,12.048193,5493.687645
39.66,72.021439,2294.578008,12.048193,5493.688375
39.68,72.021439,2302.451776,12.048193,5493.689124
39.70,72.021439,2310.554765,12.048193,5493.689893
39.72,72.021439,2318.851630,12.048193,5493.690682
39.74,72.021439,2327.312310,12.048193,5493.691489
39.76,72.021439,2335.911103,12.048193,5493.692314
39.78,72.021439,2344.625901,12.048193,5493.693158
39.80,72.021439,2353.437555,12.048193,5493.694020
39.82,72.021439,2362.329355,12.048193,5493.694899
39.84,72.021439,2371.286599,12.048193,5493.695795
39.86,72.021439,2380.296236,12.048193,5493.696708
39.88,72.021439,2389.346576,12.048193,5493.697637
39.90,72.021439,2398.427051,12.048193,5493.698583
39.92,72.021439,2407.528012,12.048193,5493.699545
39.94,72.021439,2416.640570,12.048193,5493.700522
39.96,72.021439,2425.756461,12.048193,5493.701515
39.98,72.021114,2434.867935,12.048193,5493.702523
40.00,72.021114,2443.967663,12.048193,5493.703546
40.02,72.021114,2453.048665,12.048193,5493.704583
40.04,72.021114,2462.104248,12.048193,5493.705634
40.06,72.021114,2471.127953,12.048193,5493.706666
40.08,72.021114,2480.113516,12.048193,5493.707652
40.10,72.021114,2489.054834,12.048193,5493.708579
40.12,72.021114,2497.945939,12.048193,5493.709440
40.14,72.021114,2506.780970,12.048193,5493.710238
40.16,72.021114,2515.554163,12.048193,5493.710980
40.18,72.021114,2524.259831,12.048193,5493.711675
40.20,72.021114,2532.892357,12.048193,5493.712332
40.22,72.021114,2541.446181,12.048193,5493.712959
40.24,72.021114,2549.915799,12.048193,5493.713565
40.26,72.021114,2558.295755,12.048193,5493.714155
40.28,72.021114,2566.580636,12.048193,5493.714736
40.30,72.021114,2574.765075,12.048193,5493.715312
40.32,72.021114,2582.843747,12.048193,5493.715887
40.34,72.021114,2590.811372,12.048193,5493.716465
40.36,72.021114,2598.662712,12.048193,5493.717054
40.38,72.021114,2606.392574,12.048193,5493.717662
40.40,72.021114,2613.995815,12.048193,5493.718290
40.42,72.021114,2621.467339,12.048193,5493.718939
40.44,72.021114,2628.802106,12.048193,5493.719609
40.46,72.021114,2635.995130,12.048193,5493.720299
40.48,72.021114,2643.041486,12.048193,5493.721009
40.50,72.021114,2649.936311,12.048193,5493.721739
40.52,72.021114,2656.674810,12.048193,5493.722488
40.54,72.021114,2663.252257,12.048193,5493.723257
40.56,72.021114,2669.664004,12.048193,5493.724046
40.58,72.021114,2675.905481,12.048193,5493.724853
40.60,72.021114,2681.972199,12.048193,5493.725678
40.62,72.021114,2687.859758,12.048193,5493.726522
40.64,72.021114,2693.563852,12.048193,5493.727383
40.66,72.021114,2699.080267,12.048193,5493.728262
40.68,72.021114,2704.404891,12.048193,5493.729158
40.70,72.021114,2709.533716,12.048193,5493.730071
40.72,72.021114,2714.462841,12.048193,5493.731000
40.74,72.021114,2719.188479,12.048193,5493.731946
40.76,72.021114,2723.706959,12.048193,5493.732908
40.78,72.021114,2728.014727,12.048193,5493.733885
40.80,72.021114,2732.108358,12.048193,5493.734878
40.82,72.020812,2735.984550,12.048193,5493.735886
40.84,72.020812,2739.640136,12.048193,5493.736909
40.86,72.020812,2743.072081,12.048193,5493.737946
40.88,72.020812,2746.277489,12.048193,5493.738996
40.90,72.020812,2749.253607,12.048193,5493.740028
40.92,72.020812,2751.997826,12.048193,5493.741015
40.94,72.020812,2754.507683,12.048193,5493.741941
40.96,72.020812,2756.780869,12.048193,5493.742802
40.98,72.020812,2758.815225,12.048193,5493.743601
41.00,72.020812,2760.608753,12.048193,5493.744343
41.02,72.020812,2762.159610,12.048193,5493.745038
41.04,72.020812,2763.466117,12.048193,5493.745694
41.06,72.020812,2764.526757,12.048193,5493.746322
41.08,72.020812,2765.340180,12.048193,5493.746927
41.10,72.020812,2765.905205,12.048193,5493.747518
41.12,72.020812,2766.220818,12.048193,5493.748099
41.14,72.020812,2766.286182,12.048193,5493.748675
41.16,72.020812,2766.100628,12.048193,5493.749249
41.18,72.020812,2765.663665,12.048193,5493.749827
41.20,72.020812,2764.974978,12.048193,5493.750416
41.22,72.020812,2764.034429,12.048193,5493.751024
41.24,72.020812,2762.842060,12.048193,5493.751653
41.26,72.020812,2761.398092,12.048193,5493.752302
41.28,72.020812,2759.702926,12.048193,5493.752971
41.30,72.020812,2757.757144,12.048193,5493.753661
41.32,72.020812,2755.561511,12.048193,5493.754371
41.34,72.020812,2753.116973,12.048193,5493.755101
41.36,72.020812,2750.424657,12.048193,5493.755851
41.38,72.020812,2747.485875,12.048193,5493.756620
41.40,72.020812,2744.302119,12.048193,5493.757408
41.42,72.020812,2740.875063,12.048193,5493.758215
41.44,72.020812,2737.206563,12.048193,5493.759041
41.46,72.020812,2733.298655,12.048193,5493.759884
41.48,72.020812,2729.153556,12.048193,5493.760746
41.50,72.020812,2724.773662,12.048193,5493.761625
41.52,72.020812,2720.161544,12.048193,5493.762521
41.54,72.020812,2715.319954,12.048193,5493.763434
41.56,72.020812,2710.251815,12.048193,5493.764363
41.58,72.020812,2704.960226,12.048193,5493.765309
41.60,72.020812,2699.448457,12.048193,5493.766271
41.62,72.020812,2693.719946,12.048193,5493.767248
41.64,72.020812,2687.778299,12.048193,5493.768241
41.66,72.020373,2681.627288,12.048193,5493.769249
41.68,72.020373,2675.270844,12.048193,5493.770271
41.70,72.020373,2668.713060,12.048193,5493.771309
41.72,72.020373,2661.958183,12.048193,5493.772359
41.74,72.020373,2655.010613,12.048193,5493.773391
41.76,72.020373,2647.874900,12.048193,5493.774378
41.78,72.020373,2640.555738,12.048193,5493.775304
41.80,72.020373,2633.057963,12.048193,5493.776165
41.82,72.020373,2625.386547,12.048193,5493.776964
41.84,72.020373,2617.546598,12.048193,5493.777706
41.86,72.020373,2609.543348,12.048193,5493.778401
41.88,72.020373,2601.382153,12.048193,5493.779058
41.90,72.020373,2593.068488,12.048193,5493.779685
41.92,72.020373,2584.607940,12.048193,5493.780291
41.94,72.020373,2576.006203,12.048193,5493.780881
41.96,72.020373,2567.269072,12.048193,5493.781462
41.98,72.020373,2558.402437,12.048193,5493.782038
42.00,72.020373,2549.412277,12.048193,5493.782613
42.02,72.020373,2540.304653,12.048193,5493.783191
42.04,72.020373,2531.085701,12.048193,5493.783780
42.06,72.020373,2521.761628,12.048193,5493.784388
42.08,72.020373,2512.338701,12.048193,5493.785017
42.10,72.020373,2502.823241,12.048193,5493.785666
42.12,72.020373,2493.221619,12.048193,5493.786335
42.14,72.020373,2483.540242,12.048193,5493.787025
42.16,72.020373,2473.785551,12.048193,5493.787735
42.18,72.020373,2463.964011,12.048193,5493.788465
42.20,72.020373,2454.082102,12.048193,5493.789215
42.22,72.020373,2444.146314,12.048193,5493.789984
42.24,72.020373,2434.163135,12.048193,5493.790773
42.26,72.020373,2424.139046,12.048193,5493.791580
42.28,72.020373,2414.080512,12.048193,5493.792405
42.30,72.020373,2403.993973,12.048193,5493.793249
42.32,72.020373,2393.885837,12.048193,5493.794110
42.34,72.020373,2383.762470,12.048193,5493.794989
42.36,72.020373,2373.630190,12.048193,5493.795886
42.38,72.020373,2363.495259,12.048193,5493.796798
42.40,72.020373,2353.363873,12.048193,5493.797728
42.42,72.020373,2343.242156,12.048193,5493.798674
42.44,72.020373,2333.136153,12.048193,5493.799636
42.46,72.020373,2323.051818,12.048193,5493.800613
42.48,72.020373,2312.995015,12.048193,5493.801606
42.50,72.019700,2302.971504,12.048193,5493.802614
42.52,72.019700,2293.734545,12.048193,5493.803637
42.54,72.019700,2285.851931,12.048193,5493.804674
42.56,72.019700,2279.149253,12.048193,5493.805725
42.58,72.019700,2273.464754,12.048193,5493.806757
42.60,72.019700,2268.653131,12.048193,5493.807744
42.62,72.019700,2264.586383,12.048193,5493.808670
42.64,72.019700,2261.153161,12.048193,5493.809532
42.66,72.019700,2258.257420,12.048193,5493.810330
42.68,72.019700,2255.816811,12.048193,5493.811073
42.70,72.019700,2253.761029,12.048193,5493.811768
42.72,72.019700,2252.030244,12.048193,5493.812426
